vintage_id,review,year,wine_alcohol,country,region,price,rating,grape
162906933,"2020 vintage delivering like the other ones. Still young, but already extremely enjoyable: deep dark ruby, blackberry, plum, jam, oak, vanilla, coffee, tomato leaves and pepper in the nose. Medium-high acidity, medium round and velvety tannins. Full bodied Dark chocolate medium finnish.",2020.0,,Italy, Bolgheri,33.46,4.2,Cabernet Sauvignon
1469676,"Excellent. A great crowd pleaser. Nice and bold with hints of vanilla, oak and plum.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
163185284,Pleasant and drinkable. Slight tannins but not unpleasant. Fairly smooth. ,2020.0,15.0,Italy, Puglia,10.63,4.1,Primitivo
1469676,"4.8*, 🍇 Montepulciano d'Abruzzo + Primitivo + Sangiovese + Negroamaro + Malvasia Nera, 👍👍👍
🥇 99 points Luca Maroni
🥇 Best Italian Red 2019
👀 deep red color,
👃 notes of black cherries, black currants, cinnamon, cloves and cocoa, 
👅 Excellent structure, good balance between alcohol and freshness, velvety tannins, notes of black cherries, black currants, cinnamon, cloves and cocoa, intense glycerol, long aftertaste 
🍽 caviar, it went exceptionally well.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156098313,"Matt: 3
Rach: 4.2

I wanted to like this one more, but it had low intensity on the palate and I was picking up some funk.",2018.0,,Italy, Chianti Classico,30.66,4.1,Sangiovese
156848268,vanilla cherry blackberry plum oil,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
156263848,Great for the price! Would surely get again,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,Outstanding wine performance!,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
150293804,"Beuatiful, with Eggplat Crosttini",2017.0,,Spain, Ribera del Duero,35.69,4.1,Tempranillo
1469676,Very nice wine even with pizza!,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156098313,Lovely smooth deep ruby red Chianti reserva. £83 at Daphne’s yum yum 😋 ,2018.0,,Italy, Chianti Classico,30.66,4.1,Sangiovese
158193257,Bold. Nothing spectacular or really unique about it . But very good drinking wine for this price point. Will definitely purchase again if at same price. ,2018.0,12.5,Spain, Jumilla,10.65,3.9,Shiraz/Syrah
1469676,"A lovely and interesting blend and story behind it. Fuller bodied that the other Monte' blends I've had. Good balance, very lineal. Oak, and chocolate notes with skins of black fruit apparent. Medium to high tannin, medium legs,just below the knee I'd say. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
151190509,"Really nice Chianti.  More potent some some of its brethren. No IGT or DOCG rating.  Usually those are marks of quality.  I'm thinking this was deserving, but for some reason the maker didn't bother. 
",2017.0,16.0,Italy, Toscana,37.35,3.9,Sangiovese
159636021,"Amazing value for money!
The nose is oaky with hints of dark fruit, perhaps some tobacco. The body is full with the same oaky hints and blackberry. There is a lot of deep fruity sweetness but the aftertaste is a bit sharp, which is a lovely contrast.
",2019.0,,Italy, Toscana,9.66,4.0,Sangiovese
1469676,"Very good, no bitter, no sweet !
",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,"Great wine, especially for the price. Flavourful & bright. ",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
164942605,"Red fruit with a sweetness and soft tannins and spice.

Great value and very drinkable. ",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
156263848,Love it. So easy. ,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
150293804,"Blackberry, plum, vanilla, tobacco ",2017.0,,Spain, Ribera del Duero,35.69,4.1,Tempranillo
1469676,Wonderful. Spice vanilla,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Dark & inky, powerfully intense wine. Luscious on the mouth, border sweetness. Noticeable earth & minerals. Cherries and vanilla. Drank it after 2 large glasses of medium chianti, wagyu dinner. Loved this wine, I can eat it instead of the dinner.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Plum, dark fruit and full. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Full bidy wrll balanced sweet ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
159983662,"Great for the price. Not going to blow anyone’s mind, but for £8 it’s brilliant. Dark chocolate and strawberry.",2018.0,,Italy, Lazio,13.99,3.8,Shiraz/Syrah
156848268,"For me this wine suffers from overly high expectations based on reviews. It's perfectly pleasant but lacks depth and complexity. Many years ago I really liked a ""cheap and cheerful"" wine with a name of ""jammy red roo"" and this reminds me a lot of that. There's nothing wrong with a slightly sweet, easy going and affordable red. Yet, I expected more when I saw the ratings.
It's a nice wine - but I don't see the ""mucho mas"" part of it. It is a little bit boring and despite good price, I think I'll pass ",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
150287130,"Great, timidly dry. ",2017.0,14.5,Spain, Sardón de Duero,46.19,4.4,Tempranillo
1469676,"Unbelievable price/quality ratio. Smells and tastes as a much, much more expensive wine.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"🇮🇹 2015 Vintage has been my favorite so far, its super balance and thick juicy black fruit is nicely represented with enough acidity and small silky tannins. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
85213787,"Smoothed our the sharp edges of the first glass, bringing out the black fruit and Cassis.",2016.0,14.0,Italy, Irpinia Campi Taurasini,19.59,4.2,Aglianico
85213787,"Outstanding...if you can get it.
",2016.0,14.0,Italy, Irpinia Campi Taurasini,19.59,4.2,Aglianico
1469676,"Full bodied; vanilla, oak, red fruit, smoke (light), and a little orange flavor",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
162964968,"Very nice first taste, light vanila after taste and mid oak flavour all over. A very nice Italian red.
",2020.0,,Italy, Salento,8.26,4.1,Primitivo
160199878,Fruity and light ,2019.0,14.0,Italy, Langhe,19.59,3.9,Nebbiolo
1469676,Cannot go wrong with this ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,Fantastic smell. Fruits and fruits very much enjoyed,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
156101231,"Black fruit,  cacao and very tasting. Perfect price/quality",2018.0,15.0,Italy, Veneto,8.76,4.1,Corvina
164942605,"Interesting blend!
Blueberries, cassis, leather, chocolate.",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,Well balanced wine and goes very well with both seafood and meat ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
14426601,"A superb argentinian blend! incredible for the value!!! Lots of caramel, strawberry and a subtle oak. intense and full
body!",2015.0,13.2,Argentina, Salta,31.96,4.3,Malbec
156263848,Great value. Deep blackberry. Some chocolate finish. Oak. Heavy vanilla. ,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
160803615,Very good cherry and oak. Vamozz. Cigar rrrr.,2018.0,18.0,France, Bordeaux Supérieur,16.59,4.0,Merlot
156263848,Another good bottle. First impression was that the wine seemed flat but this went away after the wine opened up a bit. Probably seemed that way due to the number of cab sav’s I’ve been having lately. Easy drinking bottle that would be popular with most.,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,"Happy Sangiovese Friday!
Deep purple, med Developing nose of smoke, blueberry, blackberry, tobacco, leather, cedar, tomato leaf, violet, blossom, chocolate. Dry, with med acidity, med tannins, high alcohol, full body, med intensity, med finish. Palate adds black plum. Balanced. Good.
Not sure how this got 99 points?
#MayIDrinkItalian 8️⃣",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,"OK, easy drinking, nothing special.",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
156848268,"Good company and pretty decent wine. Lovely take on vanilla blackberry with a cherry oaky twang, dancing round the bbq and gone before I could even stop to describe - but enjoyed by one and all - major plus - and certainly whet my appetite for another go - definitely a lovely bitter barrel note and a chocolate cigar vibe - I will be back!",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
1469676,All the fuzz around it... very hard to get... it did not blow our minds and it’s just a solid 4.,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Deep garnet colour. Deep fruity nose with rich vanilla paste and subtle coffee notes on the notes. Rich forest berries,cherries and the coffee notes come through on the palate with some toffee influence too. Great 5 vine blend. Bellissimo.  ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
160145589,"A deep dark purple wine, almost black.  The nose presents with black pepper, blueberry, plum, chocolate, and a light floral note. This is a well-structured wine with medium acidity, medium plus body, soft integrated tannins, high alcohol, and a medium finish. The Alcohol is a little hot. The mouth presented with flavors of sour cherry, stewed plum, green peppercorn and leather. It’s a good wine that is ready to drink now and will hold for years to come; however, I don’t think it will improve with age. ",2019.0,13.5,Australia, Barossa Valley,27.86,4.0,Shiraz/Syrah
156848268,Great full bodied wine and easy to drink. Delicious!,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
168712016,"Tobacco, pepper, oak,smells great. Many tastes from black fruits to strawberry. ",2019.0,,United States, Lodi,8.84,3.8,Zinfandel
1469676,"Delivery by Tonmoy, Mexican dinner",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,2012 not as good as 2011 in my opinion,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
143590134,"Balanced , and delightful ",2016.0,,France, Saint-Émilion Grand Cru,26.8,4.1,Merlot
162906933,good value for money. ,2020.0,,Italy, Bolgheri,33.46,4.2,Cabernet Sauvignon
150287130,"Dark fruit, dry, medium tannins. ",2017.0,14.5,Spain, Sardón de Duero,46.19,4.4,Tempranillo
156263848,"Very light California Pinot. Probably a little young, would recommend letting decant for at least an hour. Ripe cherries, vanilla, and even butter taste. Caramel on the nose. ",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
156848268,Excellent quality at a ridiculous price! Very deep and rich flavour ,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
164881304,"A really lovely red, not too heavy and full of flavour it was enjoyed by all….",2020.0,,Italy, Salento,18.06,4.2,Montemajor
1469676,Jammy on the front palate with a solid mid palate.   Velvet tannis.   Easy drinking....a very approachable wine.   Great value at this price point.   Pair with  beef or lamb.   Bottle is very hefty 30% heavier than an average bottle. ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
160136298,Quite sweet and dry good with pasta ,2019.0,15.5,Australia, Barossa,13.86,4.2,Shiraz/Syrah
1469676,"Normally I do not like that wine producers label with 95/100 or 99/100 as this one ... but I  was not disappointed. good value for 💴. One of the best primitivos tasted latest years. Had to buy some more bottles for retaste

On the negative side: bottle design do not go well with my wine-cabinet 😜",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Good nose, very smooth and easy to drink",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
164942605,Still a superb value!,2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,"He shines deep red and purple in the glass. The core is almost black. Cassis, plums, blackberries, raspberries, elderberry, then pepper, leather, caramel, dark chocolate, mocha, cedar. Then spicy, mineral aromas of roasted berries and sweet nuances with a little vanilla and espresso.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156177650,"Very balanced Primitivo, elegant, fruity",2018.0,13.5,Italy, Salento,19.46,4.0,Primitivo
1469676,"Amazingly tasty with a nice smooth and soft hit on the pallet. Kind of heavy too, but no way overpowered. Nice long finish and not a standard Italiano ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Great wine, nicely balanced, medium to full bodied. Was very pleasantly surprised and one of the best wines that I have ever had.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,Great taste! Great wine for the price range!,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
164942605,Fruity & oak,2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
162964968,"3.8 Medium ruby in colour. Rich, ripe fruit on the nose. Full bodied and medium sweet. Plum, prune, cherry and oak on the palate. A lengthy, spicy finish with mild tannins and medium acidity. Asda.",2020.0,,Italy, Salento,8.26,4.1,Primitivo
1469676,Great round body and tabacco taste little vanilia and dark red,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
150293804,Love this Spanish  wine!  Get it while you can!,2017.0,,Spain, Ribera del Duero,35.69,4.1,Tempranillo
150293804,Nice and smooth. Very mild but not boring. ,2017.0,,Spain, Ribera del Duero,35.69,4.1,Tempranillo
156848268,Really excellent blend.  Great value.  ,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
159498249,"toasty wood and wax on the nose, oak overshadows everything. palate is just as toasty. my favorite part about this wine is an aftertaste... my least favorite style of red wine for sure.",2019.0,13.5,Italy, Primitivo di Manduria,17.26,4.3,Primitivo
156263848,I was a little toasted when i started this one but i liked it quite a lot,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
159498249,"This is the 2nd bottle I’ve had the pleasure of drinking. For the money, this is simply a gorgeous Southern Italian Primitivo.  Rich dark fruit, blackberry, raspberry, chocolate, pepper & earth spice flavors. This finish is pleasant & smooth. Would pair well with a nice burger, ribs or lamp chops. Cheers🍷",2019.0,13.5,Italy, Primitivo di Manduria,17.26,4.3,Primitivo
164942605,"Nice price, soft plummy fruits, easy to drink.",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,"Full body, smell of perfume",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"2nd experience from Fantini.  Basically similar character to Casale Vecchio, but more sensitive and complex.  Rich berries and baking spices taste make great bold balance.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156994738,Big powerful fruity wine with a luxurious mouthfeel. Solid tannins and a long finish. ,2018.0,13.5,Italy, Terre Siciliane,23.58,4.0,Cabernet Sauvignon
160151365,Fruity vanilla oak smooth,2019.0,14.0,Italy, Brunello di Montalcino,83.41,4.5,Sangiovese
1469676,"Excellent, needs 30 to open and lower serving temperature.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
160145589,"Blackberry and violet on the nose. A lengthy finish of Vanilla, tobacco, and oak. Paired with Indian chicken Jalfrezi curry!",2019.0,13.5,Australia, Barossa Valley,27.86,4.0,Shiraz/Syrah
1469676,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,"Nose: cherry, blackberry, chocolate, raspberry, vanilla,

A deep purple colour. Strongly marked tannin. Medium+ acidity smoothly turns into residual sugar sweetness. Lots of dark fruit, raspberry jam, cherry and a bit deeper oak and vanilla. Peppery at first, fruity sweet at the end. Pleasant to drink and with great PQR. Available in 🐞",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
85213787,"Dark soft.
Chocolate and vanilla",2016.0,14.0,Italy, Irpinia Campi Taurasini,19.59,4.2,Aglianico
1469676,"vanilla, chocolate, blackberry, nutty. mild tannin long lasting bouquet.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
158193257,"Another value find.  Smoky, oaky nose with violet .  Black fruit notes with pepper , medium dry , high acidity .  Lingering finish . ",2018.0,12.5,Spain, Jumilla,10.65,3.9,Shiraz/Syrah
1469676,"89/100 Deep ruby with thin light meniscus. Right after opening nose is perfectly layered and intense with tones of stewed black fruit and sun. After 8hrs of aeration it became ordinary with sweetish, blackcurrant and cardamom traces. It has medium(+) body but you have feeling you are drinking very light wine that is actually not true (14% vol.). It has very good viscosity, velvet tannins and perceptible sugar. Very smooth with taste of milk chocolate.
Awarded as Best Italian Red of 2017 (99/100). 🧐",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Fruity and good value,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,4.2 vanilla oak butter cherry smoke ,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
156157863,"Fan-freaking-tastic. Nose had cocoa, blackberry, and leather. Lovely mouth of more blackberry, tobacco, and vanilla with a cocoa and oak finish. Balanced mouthfeel with very pleasant tannins. A steal at the price!",2018.0,12.5,France, Saint-Émilion Grand Cru,20.98,4.2,Merlot
162976242,oak vanilla blackberry,2020.0,,Italy, Terre Siciliane,10.22,4.2,Cabernet Sauvignon
1469676,"Top notch Italian blend. Stewed fruit, liquorice, and fig notes. Plush and velour body with savoury finish. This wine drinks like an aged right bank bordeaux with a time machine. The sangio delivers a velvet body, the primotivo delivers some depth and weight, while the montepulciano and malvasia compliment and bring some levity to the mix. An interesting wine worth exploring. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
164942605,"If 10000 people give **** to a wine … buy it without hesitation :)
It is reach, plums, blackberry and black currant with hints of vanilla. Very good blend… primitivo is one of my favorites and merlot compliments it. Great Italian blend! 14% alcohol.. so watch out as it goes so easy . And the price is … right …. just 7 euro when on sale",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,Always great 👍,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,Very Good vine and good price.😃,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
160839600,Caramel mocha milk chocolate coffee butter brown butter cherry bing cherry cherry jam  blackberry blackberry jam black cherry,2019.0,13.5,Spain, Vino de España,9.66,4.1,Syrah/Shiraz
1469676,"Lot 2015.

Vanilla and mill chocolate notes are a bit too dominant for me, but otherwise this is a nice red wine.

Crowd pleaser.

No detailed TN.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
164942605,Drinks like a $60.00 bottle.,2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,"Why compromising, when we can exaggerate no limits? Winemaker's notes quite accurate, but tannins are more restrained than stated. It's actually the only thing restrained in this bold, warm, solar wine. And by the way - I don't think there is any merlot in the blend. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,3.9. 2020 yaer on bottle. Very good for low price 380 rub.,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
156848268,Hardly drinkable. Sweet and sour.,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
156848268,"Pretty good wine, very solid and robust. ",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
164942605,"I love this wine and it’s an amazing buy.  Wonderful blend. Red fruit, complex, not overly dry and well balanced.  Definitely would buy again. ",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
156098313,oak cherry leather tobacco vanilla earthy ,2018.0,,Italy, Chianti Classico,30.66,4.1,Sangiovese
162964968,Vanilla Chocolate spiced coffee ,2020.0,,Italy, Salento,8.26,4.1,Primitivo
164942605,"No kidding, one of the best wines I’ve had. Medium bodied with a mix of red fruit and chocolate notes. Kind of dry, but not too much. ",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,"Deep colour, cherry and oak on the nose.Slightly sweet on the palete, long dry tannin finish keeps going and going. A great palete cleanse. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,Light and fruity with a slight smokey aftertaste ,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
1469676,"A red blend from Abruzo and Puglia.
33% Montepulciano 30% Primitivo 25% Sangiovese 7% Negroamaro the rest Malvasia and Syrah.
Ezidione Cinque means ""5 indigenous"" grapes. This wine is made to prove Italian native grapes can produce amazing wine.
Very intense flavors of sugar plum,ripe dark cherry black tea and cacao powder dominate the palates followed by subtle smoky and spicy notes.
A little sweet and would be great for beginners.
YP90
2020.11.5",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Sweet and better than last time,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Another well deserved,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,"Wow! Best Pinot I’ve have in a long time. So fragrant, reminiscent of tart cherry, vanilla, spice, and leather. Full-bodied, fruity without being sweet, nice acid, perfect balance between smooth and dry. I’m in love! Paired this with a seared steak, roasted asparagus, and a Caesar salad, and was in heaven. What a great wine for a reasonable price.",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,Loved it has some notes of classic french though an italian piece.,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
159381531,"Black fruits and chocolate, oak and vanilla. Full body with good tannin, dark red color. Pairs well with red meat and spicy food. ",2019.0,15.0,Portugal, Douro,19.46,4.0,Tinta Roriz
164942605,"4.2, a nice blend with a mix bouquet of red fruit, black fruit, and plum. On the palate it has leather, oak, tar, vanilla and cedar. Long aftertaste and a very smooth, velvety, and integrated tannins. Great value! ",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,"Beautiful dark color, almost blue.  Nose of perfect  tobacco, vanilla, plum and cherry. Mouth is very complex, with notes of oak, chocolate. Perfect amount of tannins and acidity.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
85213787,"Bold, fruity, smooth and very deep bodied. ",2016.0,14.0,Italy, Irpinia Campi Taurasini,19.59,4.2,Aglianico
166112946," 14/09/21. Definitely on buy again list smooth long finish with balanced tannins. Chocolate vanilla black cherry coffee all in there. readers: we drink all of our wines - ie the whole bottle - before fully reviewing. 
We don’t just have a slurp and spit - I save that for professional tastings (which I don’t note on here) outside of my private life - so you can be sure you will get a review of the full bottle over a period of time rather than 10 seconds of tasting - white red or rose !",2020.0,,Spain, Vino de España,8.26,4.1,Monastrell
1469676,"plum, oak, bitter almonds, licorice, vanilla, dark fruit, dark chocolate. For me, this vintage is the best from what I have tested.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,Fruity smooth rounded. Perfect for BBQs and social drinking,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
156848268,"Very nice. blackberry tobacco cherry red fruit chocolate delicate and balanced. As it opens u tannins come... Maybe aging potential, but there was no vintage on the bottle... Like it 👍 cheers 😘🥂",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
164942605,Leather on the nose.  blackberry and cherry on the palate. Very smooth finish. ,2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,"Goood wine, but just not the style I prefer!",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
