name,type
Alianca Terra Boa Vinho Tinto Old Vines,red-wine
Alice Vieira de Sousa Reserve Red 2020,red-wine
Alkoomi Grazing Collection Shiraz 2021,red-wine
Allegrini La Grola 2019,red-wine
Allegrini Palazzo della Torre 2019,red-wine
Allegrini Valpolicella 2021,red-wine
Almaviva 2019,red-wine
Alois Lageder Cor Rmigberg Cabernet Sauvignon 2017,red-wine
Alpamanta Breva Blend 2021,red-wine
Alpamanta Breva PtNat Sparkling Petit Verdot 2021,red-wine
Alpha Estate Axia SyrahXinomavro 2019,red-wine
Alpha Estate Single Vineyard Turtles Syrah 2019,red-wine
Alpha Estate SMX Red 2020,red-wine
Alpha Omega Cabernet Sauvignon 2019,red-wine
Alta Yar Gran Malbec 2020,red-wine
AltaYar Gran Corte 2020,red-wine
AltaYar Reserva Malbec 2020,red-wine
Altanza Crianza 2018,red-wine
Altanza Reserva 2016,red-wine
Altesino Brunello di Montalcino 2018,red-wine
Alton Farms Cabernet VQA,red-wine
Altoona Hills CabernetShiraz KPM,red-wine
Altos Las Hormigas Gualtallary Malbec 2018,red-wine
Altos Las Hormigas Malbec 2019,red-wine
AltusRise Wildlight Shiraz 2020,red-wine
Alvarez de Toledo Marques de Toro Single Vineyard Cabernet Sauvignon 2020,red-wine
Alvaro Palacios Velles Vinyes Les Terrasses 2020,red-wine
Alvento East Wind VQA,red-wine
Alvides Tercera Generacion 2018,red-wine
Alyan Family Ambassador Cabernet Sauvignon 2018,red-wine
Alyan Family Ambassador Carmenre 2017,red-wine
Amaury aux Perdrix NuitsSaintGeorges 1er Cru 2017,red-wine
Amelia Pinot Noir 2019,red-wine
Amici Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon 2017,red-wine
Amirault SaintNicolas Bourgueil Les Quarterons Rouge 2020,red-wine
Amirault SaintNicolas De Bourgueil Les Gravilices 2019,red-wine
Amisfield Pinot Noir 2020,red-wine
Amulet Beckstoffer Vineyard Georges III Cabernet Sauvignon 2018,red-wine
Amuse Bouche Red 2019,red-wine
Anatolikas MV Mavroudi Of Thrace,red-wine
Anciano Garnacha Rioja,red-wine
Anciano No 7 Reserva Rioja,red-wine
Ancient Peaks Cabernet Sauvignon 2020,red-wine
Anderson Hill O Series Shiraz 2018,red-wine
Andes Plateau 700 High Altitude Red Blend 2020,red-wine
Andillian Black Label Unique Blend 2019,red-wine
Andrew Murray Syrah Tous Les Jours 2020,red-wine
Angeline Cabernet Sauvignon 2020,red-wine
Angeline Reserve Cabernet Sauvignon 2020,red-wine
Angelo Montepulciano DAbruzzo,red-wine
Angels  Cowboys Proprietary Red 2021,red-wine
Angels Gate Cabernet Merlot VQA,red-wine
Angels Gate Gamay Noir VQA,red-wine
Angels Gate Pinot Noir VQA,red-wine
Angove Family Crest Shiraz 2019,red-wine
Angove Organic Cabernet Sauvignon,red-wine
Angus The Bull Cabernet Sauvignon,red-wine
Anselme La Fiole Du Pape ChateauneufDuPape AOC,red-wine
Ante Sladic Lasina 2018,red-wine
Antinori Pppoli Chianti Classico,red-wine
Antinori Prunotto Secondine Barbaresco 2018,red-wine
Antonini Montepulciano dAbruzzo 2020,red-wine
Antonio Castegnedi Amarone della Valpolicella 2017,red-wine
Apaltagua Envero Gran Reserva Carmenre 2017,red-wine
Apothic Cabernet Sauvignon,red-wine
Apothic Dark Red,red-wine
Apothic Merlot,red-wine
Apothic Red,red-wine
Aramis White Label Shiraz 2021,red-wine
Aranleon Bles Crianza Organic 2018,red-wine
Aranleon Solo Tinto Organic 2021,red-wine
Arboleda Brisa 2017,red-wine
Arboleda Cabernet Sauvignon 2020,red-wine
Arcere Orcia Rosso DOC 2016,red-wine
Archery Summit Vireton Pinot Noir 2021,red-wine
Archimedes Cabernet Sauvignon 2019,red-wine
Ardal Seleccin Especial Reserva TempranilloCabernet Sauvignon 2015,red-wine
Aresti Family Collection Assemblage 2018,red-wine
Aresti Trisquel Series Altitud Merlot 1245 2018,red-wine
Argentiera Bolgheri Superiore 2019,red-wine
Argento Estate Bottled Cabernet Sauvignon,red-wine
Argento Estate Organic Malbec,red-wine
Argento Estate Reserva Organic Malbec,red-wine
Argento Finca Altamira Organic Malbec 2021,red-wine
Argot Sage Ridge Cabernet Sauvignon 2018,red-wine
Armon Nuvee Soft Allied Wines KPM,red-wine
Arniston Bay Shiraz,red-wine
Aromanes Cotes Du Rhone Red 2019,red-wine
Artemis Karalolego Terra Nera Mandilaria Mavrotragano Cyclades 2022,red-wine
Artesano de Argento Organic MalbecCabernet Franc 2021,red-wine
Arvine La Croix des Champs GevreyChambertin 2018,red-wine
Arzuaga Reserva Especial 2017,red-wine
Ascheri Barbera 2021,red-wine
Ascheri Barolo 2017,red-wine
Ascheri Coste  Bricco Barolo 2016,red-wine
Ashkar Cabernet Sauvignon 2016,red-wine
Astica Cabernet SauvignonMalbec,red-wine
Astrolabe Marlborough Pinot Noir 2019,red-wine
Astronauta Field Blend Red DOC Douro 2019,red-wine
Astronauta Moscatel do Douro DOC,red-wine
Atelier Red PGI Achaia,red-wine
Atteca Old Vines Garnacha 2015,red-wine
Auld Strawbridge Shiraz 2019,red-wine
Aunstfield Hawk Hill Pinot Noir 2020,red-wine
Auntsfield Heritage Pinot Noir 2020,red-wine
Auntsfield Single Vineyard Pinot Noir 2021,red-wine
Aurlien Verdet NuitsSaintGeorges 2019,red-wine
Aurelio Settimo Barolo 2017,red-wine
Austin Hope Cabernet Sauvignon,red-wine
Avalon Appellation Series Cabernet Sauvignon 2020,red-wine
Avalon Pinot Noir,red-wine
Avennia Arnaut Boushey Vineyard Syrah 2019,red-wine
Avgvstvs Garnaxtia Negra Mircrov Organic 2019,red-wine
Avgvstvs Red Xarello Microv Organic 2018,red-wine
Avgvstvs Ull de Llebre Microv Organic 2017,red-wine
Avignonesi Grifi 2018,red-wine
Avondale Qvevri 2020,red-wine
Avondale Samsara Syrah 2013,red-wine
Aylesbury Waterfall Gully Cabernet Sauvignon 2019,red-wine
mina Romana Ceres Anesidora I 2016,red-wine
B  G Cuvee Speciale Rouge,red-wine
B  G Partager Rouge,red-wine
B by Fonbadet 2019,red-wine
B Leighton Gratitude Olsen Brothers Vineyard 2018,red-wine
Bachelder les Villages Bench Pinot Noir 2021,red-wine
Bachelder Les Villages Gamay Noir 2020,red-wine
Bachelder WismerParke Pinot Noir 2020,red-wine
Badia a Coltibuono Occhio di Pernice Vin Santo del Chianti Classico 2007,red-wine
Baettig Seleccion Parcelas Pinot Noir 2019,red-wine
Baigorri Vino De Garage 2017,red-wine
Baileyana Firepeak Pinot Noir 2020,red-wine
Balbs 18 Tempranillo Crianza 2016,red-wine
Balbs 24 Reserva Tempranillo 2015,red-wine
Ballentine Reserve Cabernet Sauvignon 2018,red-wine
Ballentine Reserve Zinfandel 2019,red-wine
Banfi Brunello di Montalcino,red-wine
Banfi Magna Cum Laude 2019,red-wine
Banfi Poggio allOro Riserva Brunello di Montalcino 2015,red-wine
Banfi Poggio alle Mura Brunello di Montalcino 2018,red-wine
Banfi Rosso di Montalcino 2020,red-wine
Banfi Vigna Marrucheto Brunello di Montalcino 2018,red-wine
Bar Dog Cabernet Sauvignon,red-wine
Bar Dog Pinot Noir,red-wine
Baracija Refosk 2018,red-wine
Barn de Ley Gran Reserva 2016,red-wine
Barba I Vasari Old Vines Montepulciano dAbruzzo 2018,red-wine
Barbanera inBianco Sangiovese 2021,red-wine
Barefoot Merlot,red-wine
Barkan Classic Cabernet Sauvignon KPM,red-wine
Barkan Classic Petite Sirah KPM,red-wine
Barkan Classic Pinot Noir KPM,red-wine
Barking Owl Shiraz 2017,red-wine
Barlow Cabernet Sauvignon 2017,red-wine
Baron Herzog Cabernet Sauvignon KPM,red-wine
Baron Philippe de Rothschild Escudo Rojo Baronesa P 2020,red-wine
Barone Montalto Nero DAvola Cabernet Ter Sicilane IGT,red-wine
Barons Edmond and Benjamin de Rothschild KPM,red-wine
Barossa Valley Estate EE Black Pepper Shiraz 2016,red-wine
Barossa Valley Wine Company Gravel Track Shiraz 2019,red-wine
Barramundi Cabernet Sauvignon,red-wine
Bartenura Rosso Toscana 2021 KPM,red-wine
Bask Cabernet Sauvignon,red-wine
Bask Pinot Noir,red-wine
Bassus Finca Casilla Herrera 2018,red-wine
Bastide Miraflors SyrahVieilles Vignes Grenache 2020,red-wine
Batasiolo Barolo DOCG,red-wine
Battle Creek Yamhela Vineyard Pinot Noir 2017,red-wine
Be Human Cabernet Sauvignon 2019,red-wine
Beaulieu Tapestry Reserve Red Blend 2019,red-wine
Beaumirail Vacqueyras 2020,red-wine
Beaux Frres The Beaux Frres Vineyard Pinot Noir 2018,red-wine
Beaux Frres The Belles Soeurs Cuve Pinot Noir 2018,red-wine
Bec Hardy Pertaringa Lakeside Shiraz 2021,red-wine
Bel Echo Pinot Noir 2018,red-wine
Bella Union Cabernet Sauvignon 2018,red-wine
Bellari Assunto Riserva Brunello di Montalcino 2012,red-wine
Bellari Assunto Riserva Brunello di Montalcino 2015,red-wine
Belle Glos Clark  Telephone Pinot Noir,red-wine
Belle Glos Dairyman Pinot Noir 2020,red-wine
Belle Glos Dairyman Vineyard Pinot Noir 2021,red-wine
Belle Glos Eulenloch Pinot Noir 2020,red-wine
Belle Glos Las Alturas Pinot Noir 2022,red-wine
Belle Glos Las Alturas Vineyard Pinot Noir 2020,red-wine
Belle Glos Love is Love Pride Gift Pack,red-wine
Belle Glos Taylor Lane Pinot Noir 2011,red-wine
Belleruche Rouge Cote Du Rhone,red-wine
Bellini Comedia 2018,red-wine
Ben Ami Zmora SemiSweet Cabernet Sauvignon KPM 2021,red-wine
Benanti Contrada Dafara Galluzzo Etna Rosso 2019,red-wine
Benedetti  Grigi Estia Riserva 2018,red-wine
Benegas Estate Single Vineyard Malbec 2018,red-wine
Beni di Batasiolo Nebbiolo 2020,red-wine
Beni di Batasiolo Riserva Barolo 2015,red-wine
Benjamin Passot Julienas Vaux Vielles Vignes 2021,red-wine
BenMarco Expresivo 2019,red-wine
Benvenuti Caldierosso 2019,red-wine
Benziger Cabernet Sauvignon 2019,red-wine
Benziger California Pinot Noir 2020,red-wine
Benziger Merlot 2020,red-wine
Bergstrm Bergstrm Vineyard Pinot Noir 2018,red-wine
Beringer Brothers Bourbon Barrel Red Blend,red-wine
Beringer Founders Estate Cabernet Sauvignon,red-wine
Beringer Knights Valley Cabernet Sauvignon,red-wine
Beringer Knights Valley Reserve Cabernet Sauvignon 2020,red-wine
Beringer Main  Vine Cabernet Sauvignon,red-wine
Beringer Private Reserve Cabernet Sauvignon 2017,red-wine
Beringer Q 2018,red-wine
Beringer Q Red Wine 2020,red-wine
Beronia Elaboracin Especial Tempranillo,red-wine
Beronia Gran Reserva 2015,red-wine
Beronia Reserva,red-wine
Beronia Tempranillo Rioja,red-wine
Bersano Costalunga Barbera DAsti DOCG,red-wine
Bersano Mantico Barbaresco 2018,red-wine
Bertani Amarone della Valpolicella Classico 2012,red-wine
Bertani Amarone della Valpolicella Valpantena 2020,red-wine
Bertinga Sassi Chiusi 2017,red-wine
Bertinga Volta di Bertinga 2016,red-wine
Besini Alazani Valley SemiSweet Red 2021,red-wine
Bests Bin No 0 Shiraz 2019,red-wine
Bests Bin No 1 Great Western Shiraz 2020,red-wine
Bethany First Village ShirazCabernet 2018,red-wine
Betz Family La Serenne Boushey Vineyard Syrah 2018,red-wine
Betz Family Winery Bsoleil 2018,red-wine
Betz Family Winery Clos de Betz 2017,red-wine
Betz Family Winery La Cte Rousse Syrah 2017,red-wine
Betz Family Winery Pre de Famille Cabernet Sauvignon 2018,red-wine
Bibbiano Vigna del Capannino Gran Selezione Chianti Classico 2019,red-wine
Bichot SaintRomain Pinot Noir 2018,red-wine
Bicycle Thief Red Blend,red-wine
Bien Nacido Estate X Block Syrah 2014,red-wine
Bien Nacido The XO Reserve Syrah 2018,red-wine
Big Bill Cabernet Sauvignon,red-wine
Bikandi Vendimia Seleccionada Reserva 2009,red-wine
Bindi Original Vineyard Pinot Noir 2019,red-wine
Bindi Sergardi I Colli Chianti Classico Riserva 2018,red-wine
Binyamina Reserve Shiraz KP 2020,red-wine
Binyamina Teva Cabernet Sauvignon 2021 KP,red-wine
Bisquertt Family Vineyards Crazy Rows Carignan 2020,red-wine
Black Cellar Cabernet Sauvignon,red-wine
Black Cellar Shiraz Cabernet,red-wine
Black Ops ShirazSaperavi 2020,red-wine
Black Sage Cabernet Franc 2020,red-wine
Black Stallion Heritage Cabernet Sauvignon 2017,red-wine
Black Stallion Transcendent Cabernet Sauvignon 2018,red-wine
Black Tower Dornfelder Pinot Noir Pfalz,red-wine
Blackboard Merlot 2019,red-wine
Blandys Madeira 10 Years Sercial Dry,red-wine
Blandys Madeira Single Harvest Colheita Bual 2008,red-wine
Blank Canvas Escaroth Vineyard Pinot Noir 2019,red-wine
Blank Canvas Settlement Vineyard Pinot Noir 2019,red-wine
Bleasdale BroadSide ShirazCabernet SauvignonMalbec 2019,red-wine
Bleasdale Frank Potts 2019,red-wine
Bleasdale Generations Shiraz 2019,red-wine
Bleasdale Iron Duke Cabernet Sauvignon 2020,red-wine
Bleasdale Mulberry Tree Cabernet Sauvignon,red-wine
Bleasdale The Powder Monkey Single Vineyard Shiraz 2018,red-wine
Blind Justice Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2018,red-wine
Blue Canyon Monterey Cabernet Sauvignon 2021,red-wine
Board Track Racer Chief Cabernet Sauvignon 2020,red-wine
Bock Winery Kadarka Red 2019,red-wine
Bodacious Bourbon Barrel Aged Red Blend,red-wine
Bodacious Cabernet Sauvignon,red-wine
Bodacious Dark,red-wine
Bodacious Smooth Red,red-wine
Bodega Norton Barrel Select Malbec,red-wine
Bodega Toro Centenario Malbec,red-wine
Bodegas Riojanas Monte Real Rioja Gran Reserva 2011,red-wine
Bodegas Vetus Celsus 2019,red-wine
Bodegas y Viedos Merayo Aquina 2017,red-wine
Boekenhoutskloof Stellenbosch Cabernet Sauvignon 2020,red-wine
Boekenhoutskloof Syrah 2020,red-wine
Bois Royal 2020,red-wine
Bolla Valpolicella Classico,red-wine
Bollato di Guarini NegroamaroPrimitivo 2021,red-wine
Bonanza California Cabernet Sauvignon,red-wine
Bonanza Lot 6 Cabernet Sauvignon,red-wine
BonPas Chateauneuf Du Pape Bonus Passus,red-wine
Bonterra Organic Cabernet Sauvignon,red-wine
Bonterra The Butler 2020,red-wine
Bonterra The McNab 2020,red-wine
Borgo Conventi Merlot 2020,red-wine
Borgo Salcetino Chianti Classico 2019,red-wine
Borgo Scopeto Borgonero 2018,red-wine
Borgogno Barolo 2018,red-wine
Borsao Berola 2018,red-wine
Borsao Tinto Garnacha,red-wine
Borsao Tres Picos Garnacha,red-wine
Borsao Zarihs Shiraz 2018,red-wine
Boschendal 1685 Pinotage 2020,red-wine
Boschendal Appellation Series Pinot Noir 2021,red-wine
Bossi Fedrigotti Fojaneghe 2015,red-wine
Bota Box Cabernet Sauvignon,red-wine
Bouchard AF Heritage Du Conseiller Pinot Noir Vdfrance,red-wine
Bouchard Aine  Fils Beaujolais Superieur,red-wine
Bouchard Pre  Fils Ancienne Cuve Carnot Caillerets Volnay 1er Cru 2020,red-wine
Bouchard Pre  Fils GevreyChambertin 2019,red-wine
Bouchard Pre  Fils Les Duresses Monthlie 1er Cru 2020,red-wine
Bouchard Pre  Fils Les Lavires SavignylsBeaune 1er Cru 2020,red-wine
Bouchard Pre  Fils Les Teurons Beaune 1er Cru 2020,red-wine
Bouchard Pre  Fils Monthlie 2019,red-wine
Bouchard Pre  Fils NuitsSaintGeorges 2019,red-wine
Bouchard Pre  Fils Pinot Noir Bourgogne,red-wine
Bouchard Pre  Fils Pommard 1er Cru 2020,red-wine
Bouchard Pre  Fils SavignylsBeaune 2020,red-wine
Bouchard Pre  Fils VosneRomane 2020,red-wine
Bouchon Granito Red Blend 2017,red-wine
Bouchon Pas Viejo 2022,red-wine
Boundary Breaks Cabernet Franc Finger Lakes 2021,red-wine
Boutari Agiorgitiko Nemea,red-wine
Boya Syrah 2019,red-wine
Brancaia Il Blu 2019,red-wine
Brancaia Ilatraia 2019,red-wine
Brancaia Tre 2020,red-wine
Brandlin Estate Cabernet Sauvignon 2018,red-wine
Bravante Howell Mountain Cabernet Sauvignon 2017,red-wine
Bread  Butter Cabernet Sauvignon,red-wine
Bread  Butter Merlot,red-wine
Bread  Butter Pinot Noir,red-wine
Bread  Butter Reserve Pinot Noir 2021,red-wine
Breca Old Vines Garnacha 2019,red-wine
Brigaldara Amarone della Valpolicella Classico 2008,red-wine
Brigaldara Amarone della Valpolicella Classico 2017,red-wine
Brigaldara Case Vecie Amarone Della Valpolicella 2008,red-wine
Brigaldara Case Vecie Amarone della Valpolicella 2016,red-wine
Brigaldara Case Vecie Valpolicella Superiore 2020,red-wine
Brigaldara San Floriano Riserva Amarone della Valpolicella 2011,red-wine
Brigaldara San Floriano Riserva Amarone della Valpolicella Classico 2011,red-wine
Brigaldara Valpolicella Ripasso Superiore 2019,red-wine
Brights Maria Christina Red,red-wine
Brindisi Rosso DOP,red-wine
Brittan Vineyards Basalt Block Pinot Noir 2018,red-wine
Brittan Vineyards Cygnus Block Pinot Noir 2018,red-wine
Brittan Vineyards Gestalt Block McMinnville Pinot Noir 2018,red-wine
Broccardo Bricco San Pietro Barolo Riserva 2016,red-wine
Broccardo Il Gi Pi Nebbiolo 2020,red-wine
Broken Stone County Grown Gamay Noir VQA,red-wine
Broken Stone Pinot Noir VQA,red-wine
Brotherhood Pinot Noir 2017,red-wine
Brotte Domaine Barville ChteauneufduPape 2018,red-wine
Brotte Grosset Cration Cairanne 2020,red-wine
Brotte La Fiole CdRhone AOC,red-wine
Bruce By Matahiwi Estate Pinot Noir 2019,red-wine
Bruce Trail Red VQA,red-wine
Brunch Red Field Blend VQA,red-wine
BSI Gmina Cuve Seleccin 2016,red-wine
Buil  Gin Pleret 2014,red-wine
Bulls Blood MerlotKeikfrankos,red-wine
Buried Cane Cabernet Sauvignon 2019,red-wine
Burn Cottage Burn Cottage Vineyard Pinot Noir 2019,red-wine
Burn Cottage Moonlight Race Pinot Noir 2018,red-wine
Burning Kiln Harvest Party Red VQA,red-wine
Burning Kiln Strip Room VQA,red-wine
Burnt Ship Bay Estate Cabernet Merlot VQA,red-wine
Burnt Ship Bay Reserve Red 2019,red-wine
Buscado Vivo o Muerto El Cerro 2019,red-wine
Buscado Vivo o Muerto La Verdad Gualtallary 2019,red-wine
Bussola Vigneto Alto TB Riserva Amarone della Valpolicella Classico 2011,red-wine
Butterworth Julicher Te Muna Pinot Noir 2018,red-wine
Byron  Harold Rose  Thorns Cabernet Sauvignon 2020,red-wine
Cest La Vie Pinot Noir Syrah,red-wine
Ca La Bionda Le Tordare Recioto Classico DOCG 2015,red-wine
Ca di Rajo Marin 2018,red-wine
Ca Rom Romano Marengo Cerretta Barolo 2017,red-wine
Cabea de Toiro Reserva 2017,red-wine
Cabpothesis Old Vine Cabernet Sauvignon 2020,red-wine
Cabriz Colheita Selecionada 2020,red-wine
Cadence Ciel du Cheval 2018,red-wine
Cadus Tupungato Appellation Malbec 2018,red-wine
Cafaggio Basilica del Cortaccio Cabernet Sauvignon 2016,red-wine
Cafaggio Chianti Classico Riserva 2017,red-wine
Caiarossa 2018,red-wine
Cakebread Cellars Cabernet Sauvignon,red-wine
Cala Rey TempranilloSyrah,red-wine
Calera Mt Harlan de Villiers Vineyard Pinot Noir 2019,red-wine
Calera Mt Harlan Jensen Vineyard Pinot Noir 2020,red-wine
Calera Mt Harlan Mills Vineyard Pinot Noir 2019,red-wine
Calera Mt Harlan Reed Vineyard Pinot Noir 2019,red-wine
Calera Mt Harlan Ryan Vineyard Pinot Noir 2019,red-wine
Calera Selleck Vineyard Mount Harlan Pinot Noir 2001,red-wine
California Roots Cabernet Sauvignon,red-wine
Caliterra Cabernet Sauvignon Reserva,red-wine
Caliterra Tributo Syrah 2021,red-wine
Callaway Cellar Selection Cabernet Sauvignon,red-wine
Calvet Rserve des Remparts Saintmilion,red-wine
Cameleon Malbec 2021,red-wine
Camigliano Gualto Riserva Brunello di Montalcino 2016,red-wine
Camigliano Paesaggio Inatteso Brunello di Montalcino 2017,red-wine
Camille Cayran La Grande Rserve Cairanne Ctes du RhneVillages 2020,red-wine
Caminhos Cruzados Titular Colheita Tinto Dao 2020,red-wine
Campo Eliseo 2014,red-wine
Campo Viejo Gran Reserva 2016,red-wine
Campo Viejo Rioja Reserva,red-wine
Campo Viejo Rioja Tempranillo,red-wine
Canalicchio di Sopra Riserva Brunello di Montalcino 2016,red-wine
Candidato Oro Tempranillo Garnacha Castilla VDT,red-wine
Cannonball Cabernet Sauvignon 2020,red-wine
Cannonball Merlot 2021,red-wine
Cantina Di Illasi Amarone Della Valpolicella DOCG,red-wine
Cantina Giuliano In Campagna Merlot IGT KP 2019,red-wine
Cantina Giuliano In Campagna Merlot IGT KP 2021,red-wine
Cantina Tollo Mo Riserva Montepulciano dAbruzzo 2017,red-wine
Cantina Valpantena Torre del Falasco Valpolicella Ripasso 2020,red-wine
Cantine De Falco Primitivo Salento IGP,red-wine
Cantine Leonardo da Vinci Leonardo Chianti 2021,red-wine
Cantine Leuci Cabernet Sauvignon KPM 2021,red-wine
Cantine Leuci Negroamaro KPM 2020,red-wine
Canyon Road Cabernet Sauvignon,red-wine
Canyon Road Pinot Noir,red-wine
Cap Royal Rouge 2020,red-wine
Caparzo Brunello di Montalcino 2017,red-wine
Caparzo La Casa Brunello di Montalcino 2010,red-wine
Caparzo La Casa Brunello di Montalcino 2018,red-wine
Cape Rock Amnesty Red Blend 2020,red-wine
Cape Rock Red Blend 2017,red-wine
Capitel Fontana Recioto della Valpolicella 2018,red-wine
CapuanoFerreri Clos du Paradis Mercurey 1er Cru 2020,red-wine
CapuanoFerreri Corton Grand Cru 2020,red-wine
CapuanoFerreri Cuve JeanMarc Ferreri Beaune 2020,red-wine
Cardinale Cabernet Sauvignon 2019,red-wine
Carlo Rossi California Red,red-wine
Carlos Lucas Santa Maria Reserva 2018,red-wine
Carmel Selected Mediterranean Red Blend KPM 2020,red-wine
Carmen Gran Reserva Cabernet Sauvignon,red-wine
Carmen Reserva 1850 Premier Carmnre,red-wine
Carnivor Cabernet Sauvignon,red-wine
Carnivor Shiraz,red-wine
Carnivor Zinfandel,red-wine
Carpineto Dogajolo Rosso Toscano IGT,red-wine
Carpineto Riserva Vino Nobile di Montepulciano 2018,red-wine
Caruso  Minini Naturalmente Catarratto 2021,red-wine
Caruso  Minini Naturalmente Nero dAvola 2020,red-wine
Casa Americo Jaen Dao Red 2019,red-wine
Casa de Cambres Reserva Red 2017,red-wine
Casa Dea Cabernet Franc VQA,red-wine
Casa dei Reti Valpolicella Ripasso Superiore 2020,red-wine
Casa di Luigi Pinot Noir KP M,red-wine
Casa E Di Mirafiore Riserva Barolo 2010,red-wine
Casa Piena Cabernet Sauvignon 2015,red-wine
Casa Silva Microterroir de Los Lingues Carmenre 2019,red-wine
Casa Todelano Tempranillo,red-wine
CasaDea Estate Gamay 2020,red-wine
CasaDea Limited Edition Amore 2017,red-wine
CasaDea Reserve Cabernet Franc 2020,red-wine
Casal Thaulero Merlot Cabernet Terre Di Chieti IGT,red-wine
Casalforte Amarone della Valpolicella 2019,red-wine
Casaloste Don VincEnzo 2015,red-wine
Casanova di Neri Brunello di Montalcino 2018,red-wine
Casanova di Neri Cerretalto Brunello di Montalcino 2016,red-wine
Casanova di Neri Giovanni Neri Brunello di Montalcino 2018,red-wine
Casanova di Neri Tenuta Nuova Brunello di Montalcino 2018,red-wine
Casarena Lauren Single Vineyard Cabernet Franc 2019,red-wine
Casas del Bosque Pequeas Syrah 2021,red-wine
Casas del Toqui Terroir Selection Gran Reserva Carmenre 2020,red-wine
Cascina Chicco Rocche di Castelletto Barolo 2017,red-wine
Casillero del Diablo Reserva Cabernet Sauvignon,red-wine
Casillero del Diablo Reserva Carmenere,red-wine
Casillero del Diablo Reserva Devils Collection Red,red-wine
Casillero del Diablo Reserva Merlot,red-wine
Casillero Del Diablo Reserva Privada Cabernet Sauvignon,red-wine
Castelforte Valpolicella Ripasso 2020,red-wine
CastelGiocondo Brunello di Montalcino,red-wine
CastelGiocondo Brunello di Montalcino 2018,red-wine
CastelGiocondo Lamaione 2008,red-wine
CastelGiocondo Lamaione 2016,red-wine
CastelGiocondo Ripe al Convento Brunello di Montalcino 2015,red-wine
Castelgreve Riserva Chianti Classico 2018,red-wine
Castellare di Castellina I Sodi di S Niccol 2018,red-wine
Castelli del Grevepesa Clemente VII Chianti Classico 2019,red-wine
Castelli del Grevepesa Clemente VII Riserva Chianti Classico 2018,red-wine
Castelli del Grevepesa Lamole Gran Selezione Chianti Classico 2017,red-wine
Castelli del Grevepesa Panzano Gran Selezione Chianti Classico 2017,red-wine
Castello Banfi ExcelsuS 2018,red-wine
Castello Banfi Poggio allOro Riserva Brunello di Montalcino 2015,red-wine
Castello DAlba Red Organic,red-wine
Castello dAlba Reserva 2019,red-wine
Castello di Ama Ama Chianti Classico 2021,red-wine
Castello di Ama Haiku 2018,red-wine
Castello di Ama LApparita,red-wine
Castello di Ama LApparita 2010,red-wine
Castello di Ama LApparita 2017,red-wine
Castello di Ama LApparita 2018,red-wine
Castello di Ama Montebuoni Chianti Classico Riserva 2019,red-wine
Castello di Ama San Lorenzo Gran Selezione Chianti Classico 2018,red-wine
